time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2023-06-11 22:40:43.973 UTC, , , , , , , , , ,8949,5301709,2140312,6720, ,69, ,30, , , , , , , , , ,69,33, , , ,27,46,30, ,13, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3392762,13731135488,55,55,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3392762,1686518443847,,, , , , , , , , , ,3145728,3392732, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,1416933416,1, , , , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,22,4, , , , , , , , , , 
2023-06-11 22:41:43.974 UTC, , , , , , , , , ,8949,5301709,2140312,6720, ,69, ,84, , , , , , , , , ,69,33, , , ,27,46,30, ,20, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3398317,13731033088,55,55,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3398317,1686518443847,,, , , , , , , , , ,3145728,3398287,8,8,8,8, , , , , , ,2, ,3,1, , ,1, , , , , , , , , ,5555,2, , , , , , , , ,1465167912,1, , , , , , ,81, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,4, ,8,48,12,6, , , , , , , , , 
2023-06-11 22:42:43.975 UTC, , , , , , , , , ,8949,5301709,2140312,6720, ,69, ,318, , , , , , , , , ,69,33, , , ,27,46,30, ,114, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3401266,13730910208,55,55,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3401266,1686518443847,,, , , , , , , , , ,3145728,3408525,7,7,5,7, , , , , , ,4, ,3,3, , ,1, , , , , , , , , ,10238,4, , , , , , , , ,1641328680,1, , , , , , ,278, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,14, ,15,213,57,10, , , , , , , , , 
2023-06-11 22:43:43.975 UTC, , , , , , , , , ,8949,5301709,2140312,6720, ,69, ,289, , , , , , , , , ,69,33, , , ,27,46,30, ,82, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3414293,13730566144,55,55,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3414293,1686518443847,,, , , , , , , , , ,3145728,3414263,7,7,7,7, , , , , , ,2, ,3,1, , ,1, , , , , , , , , ,5738,2, , , , , , , , ,1874112552, , , , , , , ,213, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,4, ,11,185,84,2, , , , , , , , , 
2023-06-11 22:44:43.976 UTC, , , , , , , , , ,8949,5309293,2147896,6720, ,69, ,117, , , , , , , , , ,69,33, , , ,27,46,30, ,27, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3430074,13730443264,55,55,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3430074,1686518443847,,, , , , , , , , , ,3145728,3430044,7,7,7,7, , , , , , ,3, ,3,2, , ,1, , , , , , , , , ,15781,3, , , , , , , , ,1926541352,1, , , , , , ,109, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,9, ,10,63,22,10, , , , , , , , , 
2023-06-11 22:45:43.977 UTC, , , , , , , , , ,8949,5315909,2154512,6720, ,69, ,117, , , , , , , , , ,69,33, , , ,27,46,29, ,27, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3445871,13730308096,55,55,55,55, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3445871,1686518443847,,, , , , , , , , , ,3145728,3445841,7,7,7,7, , , , , , ,3, ,3,1, , ,1, , , , , , , , , ,15797,3, , , , , , , , ,1976873000, , , , , , , ,112, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,8, ,10,65,20,11, , , , , , , , , 
2023-06-11 22:46:43.978 UTC, , , , , , , , , ,8949,5315909,2154512,6720, ,69, ,113, , , , , , , , , ,69,33, , , ,27,46,30, ,33, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3452551,13730209792,54,54,54,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3452551,1686518443847,,, , , , , , , , , ,3145728,3452521,7,7,7,7, , , , , , ,3, ,3,1, , ,1, , , , , , , , , ,6680,3, , , , , , , , ,2025107496, , , , , , , ,118, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8, ,4, ,10,63,12,10, , , , , , , , , 
2023-06-11 22:47:43.979 UTC, , , , , , , , , ,8949,5315357,2153960,6720, ,69, ,220, , , , , , , , , ,69,33, , , ,27,46,30, ,48, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3469851,13730086912,54,54,54,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3469851,1686518443847,,, , , , , , , , , ,3145728,3472770,12,12,9,12, , , , , , ,5, ,3,2, , ,1, , , , , , , , , ,20249,5, , , , , , , , ,2163519528, , , , , , , ,216, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11, ,11, ,12,121,32,21, , , , , , , , , 
2023-06-11 22:48:43.980 UTC, , , , , , , , , ,8949,5308757,2147360,6720, ,69, ,79, , , , , , , , , ,69,33, , , ,27,46,30, ,22, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3474294,13729923072,54,54,54,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3474294,1686518443847,,, , , , , , , , , ,3145728,3474264,7,7,7,7, , , , , , ,1, ,3,1, , ,1, , , , , , , , , ,1494,1, , , , , , , , ,2236919848, , , , , , , ,92, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , ,10,49,4,9, , , , , , , , , 
2023-06-11 22:49:43.980 UTC, , , , , , , , , ,8949,5308757,2147360,6720, ,69, ,68, , , , , , , , , ,69,33, , , ,27,46,30, ,22, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3477243,13729787904,54,54,54,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3477243,1686518443847,,, , , , , , , , , ,3145728,3477213,4,4,4,4, , , , , , ,1, ,3,1, , ,1, , , , , , , , , ,2949,1, , , , , , , , ,2318708776, , , , , , , ,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,3, ,8,39,12,1, , , , , , , , , 
2023-06-11 22:50:43.981 UTC, , , , , , , , , ,8949,5322093,2160696,6720, ,69, ,295, , , , , , , , , ,69,33, , , ,27,46,29, ,60, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3503594,13729640448,54,54,54,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3503594,1686518443847,,, , , , , , , , , ,3145728,3512101,8,8,7,8, , , , , , ,10, ,3,3, , ,1, , , , , , , , , ,34888,10, , , , , , , , ,2383720488, , , , , , , ,299, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, ,21, ,16,164,43,38, , , , , , , , , 
2023-06-11 22:51:43.982 UTC, , , , , , , , , ,8949,5329405,2168008,6720, ,69, ,245, , , , , , , , , ,69,33, , , ,27,46,29, ,62, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3527495,13729456128,54,54,54,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3527495,1686518443847,,, , , , , , , , , ,3145728,3527465,7,7,5,7, , , , , , ,4, ,3,2, , ,1, , , , , , , , , ,15364,4, , , , , , , , ,2444537896, , , , , , , ,212, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,13, ,10,142,57,19, , , , , , , , , 
2023-06-11 22:52:43.983 UTC, , , , , , , , , ,8949,5329405,2168008,6720, ,69, ,30, , , , , , , , , ,69,33, , , ,27,46,29, ,17, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3527495,13729361920,54,54,54,54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3527495,1686518443847,,, , , , , , , , , ,3145728,3527465, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,2492772392, , , , , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,22,4, , , , , , , , , , 
2023-06-11 22:53:43.984 UTC, , , , , , , , , ,9389,5309997,2148160,6720, ,69, ,162, , , , , , , , , ,69,33, , , ,27,46,30, ,41, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3531971,13729263616,53,53,53,53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3531971,1686518443847,,, , , , , , , , , ,3145728,3531941,7,7,7,7, , , , , , ,3, ,3,1, , ,1, , , , , , , , , ,4476,3, , , , , , , , ,2538909736, , , , , , , ,213,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,15, , , ,14,107,4,27, , , , , , , , , 
2023-06-11 22:54:43.985 UTC, , , , , , , , , ,9389,5303253,2141416,6720, ,69, ,81, , , , , , , , , ,69,33, , , ,27,46,30, ,23, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3533453,13729165312,53,53,53,53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3533453,1686518443847,,, , , , , , , , , ,3145728,3533423,2,2,2,2, , , , , , ,1, ,3,1, , ,1, , , , , , , , , ,1482,1, , , , , , , , ,2585047080, , , , , , , ,93, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, , , ,10,49,4,8, , , , , , , , , 
2023-06-11 22:55:43.986 UTC, , , , , , , , , ,9389,5303253,2141416,6720, ,69, ,30, , , , , , , , , ,69,33, , , ,27,46,30, ,13, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3533453,13729075200,53,53,53,53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3533453,1686518443847,,, , , , , , , , , ,3145728,3533423, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,2633281576, , , , , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,22,4, , , , , , , , , , 
2023-06-11 22:56:43.986 UTC, , , , , , , , , ,9389,5303253,2141416,6720, ,69, ,84, , , , , , , , , ,69,33, , , ,27,46,30, ,20, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3539008,13728964608,53,53,53,53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3539008,1686518443847,,, , , , , , , , , ,3145728,3538978,7,7,7,7, , , , , , ,2, ,3,1, , ,1, , , , , , , , , ,5555,2, , , , , , , , ,2679418920, , , , , , , ,81, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,4, ,8,48,12,6, , , , , , , , , 
2023-06-11 22:57:43.987 UTC, , , , , , , , , ,9389,5303253,2141416,6720, ,69, ,30, , , , , , , , , ,69,33, , , ,27,46,30, ,13, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3539008,13728878592,53,53,53,53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3539008,1686518443847,,, , , , , , , , , ,3145728,3538978, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,2725556264, , , , , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,22,4, , , , , , , , , , 
2023-06-11 22:58:43.988 UTC, , , , , , , , , ,9389,5303253,2141416,6720, ,69, ,30, , , , , , , , , ,69,33, , , ,27,46,30, ,13, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3539008,13728776192,53,53,53,53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3539008,1686518443847,,, , , , , , , , , ,3145728,3538978, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,2771693608, , , , , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,22,4, , , , , , , , , , 
2023-06-11 22:59:43.988 UTC, , , , , , , , , ,9389,5303253,2141416,6720, ,69, ,30, , , , , , , , , ,69,33, , , ,27,46,30, ,13, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3539008,13728681984,53,53,53,53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3539008,1686518443847,,, , , , , , , , , ,3145728,3538978, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,2815733800, , , , , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,22,4, , , , , , , , , , 
2023-06-11 23:00:43.989 UTC, , , , , , , , , ,9389,5303253,2141416,6720, ,69, ,30, , , , , , , , , ,69,33, , , ,27,46,30, ,13, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3539008,13728587776,53,53,53,53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3539008,1686518443847,,, , , , , , , , , ,3145728,3538978, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,2863968296, , , , , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,22,4, , , , , , , , , , 
2023-06-11 23:01:43.990 UTC, , , , , , , , , ,9389,5303253,2141416,6720, ,69, ,84, , , , , , , , , ,69,33, , , ,27,46,30, ,20, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3544563,13728489472,53,53,53,53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3544563,1686518443847,,, , , , , , , , , ,3145728,3544533,7,7,7,7, , , , , , ,2, ,3,1, , ,1, , , , , , , , , ,5555,2, , , , , , , , ,2916397096, , , , , , , ,81, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,4, ,8,48,12,6, , , , , , , , , 
2023-06-11 23:02:43.991 UTC, , , , , , , , , ,9389,5303253,2141416,6720, ,69, ,59, , , , , , , , , ,69,33, , , ,27,46,30, ,21, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3545699,13728395264,53,53,53,53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3545699,1686518443847,,, , , , , , , , , ,3145728,3545669,3,3,3,3, , , , , , ,1, ,3,1, , ,1, , , , , , , , , ,1136,1, , , , , , , , ,2960437288, , , , , , , ,67, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , ,10,37,4,4, , , , , , , , , 
2023-06-11 23:03:43.992 UTC, , , , , , , , , ,9389,5303253,2141416,6720, ,69, ,30, , , , , , , , , ,69,33, , , ,27,46,30, ,13, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3545699,13728301056,53,53,53,53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3545699,1686518443847,,, , , , , , , , , ,3145728,3545669, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,3010768936, , , , , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,22,4, , , , , , , , , , 
2023-06-11 23:04:43.992 UTC, , , , , , , , , ,9389,5303253,2141416,6720, ,69, ,30, , , , , , , , , ,69,33, , , ,27,46,30, ,13, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3545699,13728198656,53,53,53,53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3545699,1686518443847,,, , , , , , , , , ,3145728,3545669, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,3056906280, , , , , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,22,4, , , , , , , , , , 
2023-06-11 23:05:43.993 UTC, , , , , , , , , ,9389,5303253,2141416,6720, ,69, ,30, , , , , , , , , ,69,33, , , ,27,46,30, ,13, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3545699,13728108544,53,53,53,53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3545699,1686518443847,,, , , , , , , , , ,3145728,3545669, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,3103043624, , , , , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,22,4, , , , , , , , , , 
2023-06-11 23:06:43.994 UTC, , , , , , , , , ,9389,5303253,2141416,6720, ,69, ,84, , , , , , , , , ,69,33, , , ,27,46,30, ,20, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3551254,13728002048,53,53,53,53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3551254,1686518443847,,, , , , , , , , , ,3145728,3551224,8,8,8,8, , , , , , ,2, ,3,1, , ,1, , , , , , , , , ,5555,2, , , , , , , , ,3151278120, , , , , , , ,81, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, ,4, ,8,48,12,6, , , , , , , , , 
2023-06-11 23:07:43.995 UTC, , , , , , , , , ,9389,5303253,2141416,6720, ,69, ,30, , , , , , , , , ,69,33, , , ,27,46,30, ,13, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3551254,13727907840,53,53,53,53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3551254,1686518443847,,, , , , , , , , , ,3145728,3551224, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,3195318312, , , , , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,22,4, , , , , , , , , , 
2023-06-11 23:08:43.996 UTC, , , , , , , , , ,9389,5303253,2141416,6720, ,69, ,30, , , , , , , , , ,69,33, , , ,27,46,30, ,13, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3551254,13727809536,53,53,53,53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3551254,1686518443847,,, , , , , , , , , ,3145728,3551224, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,3241455656, , , , , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,22,4, , , , , , , , , , 
2023-06-11 23:09:33.709 UTC, , , , , , , , , ,9389,5296533,2141416, , ,69, ,30, , , , , , , , , ,69,33, , , ,27,46,30, ,13, , , , , , , , , , , , , , ,96871,5, ,90578, , , , ,3551254,13727748096,53,53,53,53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3551254,1686518443847,,, , , , , , , , , ,3145728,3551224, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,3340021800, , , , , , , ,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,22,4, , , , , , , , , , 
2023-06-11 23:16:36.956 UTC, , , , , , , , , ,125,3197853,52000, , ,4,1,169,4,0.02,1, , , , , , ,4,4, ,2,1,3,2,5, ,151,50, , , , , , , , , , , , , ,3634817,6, ,3551371, , , , ,3634870,13686136832,52,52,52,52, , , , , ,2,12404, , , , , , , , , , , , , , , , , , , , , , , , , ,3634870,1686525396640,,, , , , , , , , , ,3145728,3634817, , , , , , ,61, , ,2, , ,3, , ,61, ,10519251,17, , , ,1, ,14718198,59, , , , , , , , ,10,198,940960256,1, , , , , , ,125, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-06-11 23:17:36.181 UTC, , , ,2, , , , , ,589,4901749,1755432, , ,37,7,1775,32,0.02, , , , , , , ,37,21, , ,7,20,26,20, ,695,385, , , , , , , , , , , , , ,3634817,6, ,3551371, , , , ,3655286,13685239808,52,52,52,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3655286,1686525396640,,, , , , , , , , , ,3145728,3655256,8,8,8,8, , ,441, , ,3,7, ,3,1, ,441,1,525132,60,3493,1, ,7, ,1281530,391,16923,6, , , , , , ,3,194,467345408,1, , , , , , ,1750, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,31, ,236,1262,290,15, , , , , , , , , 
2023-06-11 23:25:19.818 UTC, , , , , , , , , ,125,3197877,52024, , ,4,1,109,4,0.04,1, , , , , , ,4,4, ,2,1,3,2,5, ,108,51, , , , , , , , , , , , , ,3663378,7, ,3655403, , , , ,3663431,13672099840,52,52,52,52, , , , , ,2,12505, , , , , , , , , , , , , , , , , , , , , , , , , ,3663431,1686525919516,,, , , , , , , , , ,3145728,3663378, , , , , , ,62, , ,2, , ,3, , ,62, ,6308710,16, , , ,1, ,18924738,61, , , , , , , , ,12,232,947182080, , , , , , , ,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2023-06-11 23:26:19.821 UTC, , , ,27,7,3, , , ,589,4960277,1807240,6720, ,43,17,2580,39,0.02,7, , , , , ,3,43,26, , ,14,20,32,24, ,847,403, , , , , , , , , , , , , ,3663378,7, ,3655403, , , , ,3707065,13671174144,52,52,52,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3707065,1686525919516,,, , , , , , , , , ,3145728,3707035,78,78,42,78, , ,478, , ,3,13, ,3,2, ,478,1,534823,62,3526,1, ,8, ,1376849,427,40108,12, , , , , , ,2,150,2007715328, , , , , , , ,2287, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,6, ,53, ,294,1655,618,48, , , , , , , , , 
2023-06-11 23:27:19.823 UTC, , , ,4,3,1, , , ,589,4966989,1813952,6720, ,44,1,188,1,0.01,3, , , , , ,2,44,26, , ,2,22,33,24, ,56,7, , , , , , , , , , , , , ,3663378,7, ,3655403, , , , ,3713050,13671088128,51,51,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3713050,1686525919516,,, , , , , , , , , ,3145728,3713020,1,1,1,1, , ,10, , , ,4, ,3,1, ,10,1, , , , , , , ,22527,10,5985,4, , , , , , , , ,2064338432, , , , , , , ,221,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,20, ,10, ,17,112,18,16, , , , , , , , , 
